country_name,country_code,year,Time Code,pop_percent_65plus,continent
Algeria,DZA,1976,YR1976,3.594007679,Africa
Algeria,DZA,1977,YR1977,3.562102142,Africa
Algeria,DZA,1978,YR1978,3.521680656,Africa
Algeria,DZA,1979,YR1979,3.481914637,Africa
Algeria,DZA,1980,YR1980,3.44763578,Africa
Algeria,DZA,1981,YR1981,3.437235946,Africa
Algeria,DZA,1982,YR1982,3.431547269,Africa
Algeria,DZA,1983,YR1983,3.424487161,Africa
Algeria,DZA,1984,YR1984,3.408695492,Africa
Algeria,DZA,1985,YR1985,3.382448487,Africa
Algeria,DZA,1986,YR1986,3.373157642,Africa
Algeria,DZA,1987,YR1987,3.358389258,Africa
Algeria,DZA,1988,YR1988,3.345642416,Africa
Algeria,DZA,1989,YR1989,3.34413545,Africa
Algeria,DZA,1990,YR1990,3.359231339,Africa
Algeria,DZA,1991,YR1991,3.392339965,Africa
Algeria,DZA,1992,YR1992,3.434141648,Africa
Algeria,DZA,1993,YR1993,3.485475121,Africa
Algeria,DZA,1994,YR1994,3.548047135,Africa
Algeria,DZA,1995,YR1995,3.623349295,Africa
Algeria,DZA,1996,YR1996,3.735522009,Africa
Algeria,DZA,1997,YR1997,3.864263227,Africa
Algeria,DZA,1998,YR1998,4.006053903,Africa
Algeria,DZA,1999,YR1999,4.15476319,Africa
Algeria,DZA,2000,YR2000,4.307408922,Africa
Algeria,DZA,2001,YR2001,4.437474775,Africa
Algeria,DZA,2002,YR2002,4.562822246,Africa
Algeria,DZA,2003,YR2003,4.684889179,Africa
Algeria,DZA,2004,YR2004,4.803830202,Africa
Algeria,DZA,2005,YR2005,4.919461773,Africa
Algeria,DZA,2006,YR2006,5.033435092,Africa
Algeria,DZA,2007,YR2007,5.140660402,Africa
Algeria,DZA,2008,YR2008,5.244230104,Africa
Algeria,DZA,2009,YR2009,5.347937862,Africa
Algeria,DZA,2010,YR2010,5.456205838,Africa
Algeria,DZA,2011,YR2011,5.508604475,Africa
Algeria,DZA,2012,YR2012,5.566025156,Africa
Algeria,DZA,2013,YR2013,5.636734408,Africa
Algeria,DZA,2014,YR2014,5.733120075,Africa
Algeria,DZA,2015,YR2015,5.863636564,Africa
Algeria,DZA,2016,YR2016,6.007981181,Africa
Algeria,DZA,2017,YR2017,6.177204873,Africa
Algeria,DZA,2018,YR2018,6.362496545,Africa
Algeria,DZA,2019,YR2019,6.552777882,Africa
Algeria,DZA,2020,YR2020,6.742927261,Africa
Algeria,DZA,2021,YR2021,..,Africa
American Samoa,ASM,1960,YR1960,..,Oceania
American Samoa,ASM,1961,YR1961,..,Oceania
American Samoa,ASM,1962,YR1962,..,Oceania
American Samoa,ASM,1963,YR1963,..,Oceania
American Samoa,ASM,1964,YR1964,..,Oceania
American Samoa,ASM,1965,YR1965,..,Oceania
American Samoa,ASM,1966,YR1966,..,Oceania
American Samoa,ASM,1967,YR1967,..,Oceania
American Samoa,ASM,1968,YR1968,..,Oceania
American Samoa,ASM,1969,YR1969,..,Oceania
American Samoa,ASM,1970,YR1970,..,Oceania
American Samoa,ASM,1971,YR1971,..,Oceania
American Samoa,ASM,1972,YR1972,..,Oceania
American Samoa,ASM,1973,YR1973,..,Oceania
American Samoa,ASM,1974,YR1974,..,Oceania
American Samoa,ASM,1975,YR1975,..,Oceania
American Samoa,ASM,1976,YR1976,..,Oceania
American Samoa,ASM,1977,YR1977,..,Oceania
American Samoa,ASM,1978,YR1978,..,Oceania
American Samoa,ASM,1979,YR1979,..,Oceania
American Samoa,ASM,1980,YR1980,..,Oceania
American Samoa,ASM,1981,YR1981,..,Oceania
American Samoa,ASM,1982,YR1982,..,Oceania
American Samoa,ASM,1983,YR1983,..,Oceania
American Samoa,ASM,1984,YR1984,..,Oceania
American Samoa,ASM,1985,YR1985,..,Oceania
American Samoa,ASM,1986,YR1986,..,Oceania
American Samoa,ASM,1987,YR1987,..,Oceania
American Samoa,ASM,1988,YR1988,..,Oceania
American Samoa,ASM,1989,YR1989,..,Oceania
American Samoa,ASM,1990,YR1990,..,Oceania
American Samoa,ASM,1991,YR1991,..,Oceania
American Samoa,ASM,1992,YR1992,..,Oceania
American Samoa,ASM,1993,YR1993,..,Oceania
American Samoa,ASM,1994,YR1994,..,Oceania
American Samoa,ASM,1995,YR1995,..,Oceania
American Samoa,ASM,1996,YR1996,..,Oceania
American Samoa,ASM,1997,YR1997,..,Oceania
American Samoa,ASM,1998,YR1998,..,Oceania
American Samoa,ASM,1999,YR1999,..,Oceania
American Samoa,ASM,2000,YR2000,..,Oceania
American Samoa,ASM,2001,YR2001,..,Oceania
American Samoa,ASM,2002,YR2002,..,Oceania
American Samoa,ASM,2003,YR2003,..,Oceania
American Samoa,ASM,2004,YR2004,..,Oceania
American Samoa,ASM,2005,YR2005,..,Oceania
American Samoa,ASM,2006,YR2006,..,Oceania
American Samoa,ASM,2007,YR2007,..,Oceania
American Samoa,ASM,2008,YR2008,..,Oceania
American Samoa,ASM,2009,YR2009,..,Oceania
American Samoa,ASM,2010,YR2010,..,Oceania
American Samoa,ASM,2011,YR2011,..,Oceania
American Samoa,ASM,2012,YR2012,..,Oceania
American Samoa,ASM,2013,YR2013,..,Oceania
American Samoa,ASM,2014,YR2014,..,Oceania
American Samoa,ASM,2015,YR2015,..,Oceania
American Samoa,ASM,2016,YR2016,..,Oceania
American Samoa,ASM,2017,YR2017,..,Oceania
American Samoa,ASM,2018,YR2018,..,Oceania
American Samoa,ASM,2019,YR2019,..,Oceania
American Samoa,ASM,2020,YR2020,..,Oceania
American Samoa,ASM,2021,YR2021,..,Oceania
Andorra,AND,1960,YR1960,..,Europe
Andorra,AND,1961,YR1961,..,Europe
Andorra,AND,1962,YR1962,..,Europe
Andorra,AND,1963,YR1963,..,Europe
Andorra,AND,1964,YR1964,..,Europe
Andorra,AND,1965,YR1965,..,Europe
Andorra,AND,1966,YR1966,..,Europe
Andorra,AND,1967,YR1967,..,Europe
Andorra,AND,1968,YR1968,..,Europe
Andorra,AND,1969,YR1969,..,Europe
Andorra,AND,1970,YR1970,..,Europe
Andorra,AND,1971,YR1971,..,Europe
Andorra,AND,1972,YR1972,..,Europe
Andorra,AND,1973,YR1973,..,Europe
Andorra,AND,1974,YR1974,..,Europe
Andorra,AND,1975,YR1975,..,Europe
Andorra,AND,1976,YR1976,..,Europe
Andorra,AND,1977,YR1977,..,Europe
Andorra,AND,1978,YR1978,..,Europe
Andorra,AND,1979,YR1979,..,Europe
Andorra,AND,1980,YR1980,..,Europe
Andorra,AND,1981,YR1981,..,Europe
Andorra,AND,1982,YR1982,..,Europe
Andorra,AND,1983,YR1983,..,Europe
Andorra,AND,1984,YR1984,..,Europe
Andorra,AND,1985,YR1985,..,Europe
Andorra,AND,1986,YR1986,..,Europe
Andorra,AND,1987,YR1987,..,Europe
Andorra,AND,1988,YR1988,..,Europe
Andorra,AND,1989,YR1989,..,Europe
Andorra,AND,1990,YR1990,..,Europe
Andorra,AND,1991,YR1991,..,Europe
Andorra,AND,1992,YR1992,..,Europe
Andorra,AND,1993,YR1993,..,Europe
Andorra,AND,1994,YR1994,..,Europe
Andorra,AND,1995,YR1995,..,Europe
Andorra,AND,1996,YR1996,..,Europe
Andorra,AND,1997,YR1997,..,Europe
Andorra,AND,1998,YR1998,..,Europe
Andorra,AND,1999,YR1999,..,Europe
Andorra,AND,2000,YR2000,..,Europe
Andorra,AND,2001,YR2001,..,Europe
Andorra,AND,2002,YR2002,..,Europe
Andorra,AND,2003,YR2003,..,Europe
Andorra,AND,2004,YR2004,..,Europe
Andorra,AND,2005,YR2005,..,Europe
Andorra,AND,2006,YR2006,..,Europe
Andorra,AND,2007,YR2007,..,Europe
Andorra,AND,2008,YR2008,..,Europe
Andorra,AND,2009,YR2009,..,Europe
Andorra,AND,2010,YR2010,..,Europe
Andorra,AND,2011,YR2011,..,Europe
Andorra,AND,2012,YR2012,..,Europe
Andorra,AND,2013,YR2013,..,Europe
Andorra,AND,2014,YR2014,..,Europe
Andorra,AND,2015,YR2015,..,Europe
Andorra,AND,2016,YR2016,..,Europe
Andorra,AND,2017,YR2017,..,Europe
Andorra,AND,2018,YR2018,..,Europe
Andorra,AND,2019,YR2019,..,Europe
Andorra,AND,2020,YR2020,..,Europe
Andorra,AND,2021,YR2021,..,Europe
Angola,AGO,1960,YR1960,3.006948023,Africa
Angola,AGO,1961,YR1961,3.04512072,Africa
Angola,AGO,1962,YR1962,3.064487917,Africa
Angola,AGO,1963,YR1963,3.071349414,Africa
Angola,AGO,1964,YR1964,3.070682631,Africa
Angola,AGO,1965,YR1965,3.061881235,Africa
Angola,AGO,1966,YR1966,3.032010232,Africa
Angola,AGO,1967,YR1967,2.98096218,Africa
Angola,AGO,1968,YR1968,2.895115645,Africa
Angola,AGO,1969,YR1969,2.768412342,Africa
Angola,AGO,1970,YR1970,2.607529415,Africa
Angola,AGO,1971,YR1971,2.643004368,Africa
Angola,AGO,1972,YR1972,2.665273491,Africa
Angola,AGO,1973,YR1973,2.675619774,Africa
Angola,AGO,1974,YR1974,2.676287977,Africa
Angola,AGO,1975,YR1975,2.669219818,Africa
Angola,AGO,1976,YR1976,2.645288302,Africa
Angola,AGO,1977,YR1977,2.620957599,Africa
Angola,AGO,1978,YR1978,2.598390621,Africa
Angola,AGO,1979,YR1979,2.578819461,Africa
Angola,AGO,1980,YR1980,2.563236929,Africa
Angola,AGO,1981,YR1981,2.57372131,Africa
Angola,AGO,1982,YR1982,2.581283264,Africa
Angola,AGO,1983,YR1983,2.583396421,Africa
Angola,AGO,1984,YR1984,2.576456974,Africa
Angola,AGO,1985,YR1985,2.559677543,Africa
Angola,AGO,1986,YR1986,2.545234252,Africa
Angola,AGO,1987,YR1987,2.520962649,Africa
Angola,AGO,1988,YR1988,2.494694187,Africa
Angola,AGO,1989,YR1989,2.47529917,Africa
Angola,AGO,1990,YR1990,2.466968919,Africa
Angola,AGO,1991,YR1991,2.481741015,Africa
Angola,AGO,1992,YR1992,2.499651191,Africa
Angola,AGO,1993,YR1993,2.517176035,Africa
Angola,AGO,1994,YR1994,2.530393971,Africa
Angola,AGO,1995,YR1995,2.537904424,Africa
Angola,AGO,1996,YR1996,2.556636235,Africa
Angola,AGO,1997,YR1997,2.566985194,Africa
Angola,AGO,1998,YR1998,2.570919648,Africa
Angola,AGO,1999,YR1999,2.570589068,Africa
Angola,AGO,2000,YR2000,2.566879284,Africa
Angola,AGO,2001,YR2001,2.574733622,Africa
Angola,AGO,2002,YR2002,2.576906526,Africa
Angola,AGO,2003,YR2003,2.571324338,Africa
Angola,AGO,2004,YR2004,2.554735556,Africa
Angola,AGO,2005,YR2005,2.526356154,Africa
Angola,AGO,2006,YR2006,2.503709572,Africa
Angola,AGO,2007,YR2007,2.470528735,Africa
Angola,AGO,2008,YR2008,2.432051536,Africa
Angola,AGO,2009,YR2009,2.394426897,Africa
Angola,AGO,2010,YR2010,2.360756091,Africa
Angola,AGO,2011,YR2011,2.347429742,Africa
Angola,AGO,2012,YR2012,2.336002915,Africa
Angola,AGO,2013,YR2013,2.322782468,Africa
Angola,AGO,2014,YR2014,2.303043908,Africa
Angola,AGO,2015,YR2015,2.275861888,Africa
Angola,AGO,2016,YR2016,2.261018458,Africa
Angola,AGO,2017,YR2017,2.239196565,Africa
Angola,AGO,2018,YR2018,2.216373648,Africa
Angola,AGO,2019,YR2019,2.19934175,Africa
Angola,AGO,2020,YR2020,2.191462421,Africa
Angola,AGO,2021,YR2021,..,Africa
Antigua and Barbuda,ATG,1960,YR1960,4.237867396,North America
Antigua and Barbuda,ATG,1961,YR1961,4.205378084,North America
Antigua and Barbuda,ATG,1962,YR1962,4.170770581,North America
Antigua and Barbuda,ATG,1963,YR1963,4.114493316,North America
Antigua and Barbuda,ATG,1964,YR1964,4.043996461,North America
Antigua and Barbuda,ATG,1965,YR1965,3.983099935,North America
Antigua and Barbuda,ATG,1966,YR1966,3.985646332,North America
Antigua and Barbuda,ATG,1967,YR1967,3.987524698,North America
Antigua and Barbuda,ATG,1968,YR1968,3.968266662,North America
Antigua and Barbuda,ATG,1969,YR1969,3.948072384,North America
Antigua and Barbuda,ATG,1970,YR1970,3.931314957,North America
Antigua and Barbuda,ATG,1971,YR1971,4.120763864,North America
Antigua and Barbuda,ATG,1972,YR1972,4.287964075,North America
Antigua and Barbuda,ATG,1973,YR1973,4.428908091,North America
Antigua and Barbuda,ATG,1974,YR1974,4.538973384,North America
Antigua and Barbuda,ATG,1975,YR1975,4.612684483,North America
Antigua and Barbuda,ATG,1976,YR1976,4.824666891,North America
Antigua and Barbuda,ATG,1977,YR1977,5.020994546,North America
Antigua and Barbuda,ATG,1978,YR1978,5.198594365,North America
Antigua and Barbuda,ATG,1979,YR1979,5.347688533,North America
Antigua and Barbuda,ATG,1980,YR1980,5.482906328,North America
Antigua and Barbuda,ATG,1981,YR1981,5.71197411,North America
Antigua and Barbuda,ATG,1982,YR1982,5.942148627,North America
Antigua and Barbuda,ATG,1983,YR1983,6.163108745,North America
Antigua and Barbuda,ATG,1984,YR1984,6.363901207,North America
Antigua and Barbuda,ATG,1985,YR1985,6.56944939,North America
Antigua and Barbuda,ATG,1986,YR1986,6.841662079,North America
Antigua and Barbuda,ATG,1987,YR1987,7.122834875,North America
Antigua and Barbuda,ATG,1988,YR1988,7.416101407,North America
Antigua and Barbuda,ATG,1989,YR1989,7.692555799,North America
Antigua and Barbuda,ATG,1990,YR1990,7.961233367,North America
Antigua and Barbuda,ATG,1991,YR1991,7.862136443,North America
Antigua and Barbuda,ATG,1992,YR1992,7.74301624,North America
Antigua and Barbuda,ATG,1993,YR1993,7.599920945,North America
Antigua and Barbuda,ATG,1994,YR1994,7.450449378,North America
Antigua and Barbuda,ATG,1995,YR1995,7.288481142,North America
Antigua and Barbuda,ATG,1996,YR1996,7.186524732,North America
Antigua and Barbuda,ATG,1997,YR1997,7.056789022,North America
Antigua and Barbuda,ATG,1998,YR1998,6.911668305,North America
Antigua and Barbuda,ATG,1999,YR1999,6.750676273,North America
Antigua and Barbuda,ATG,2000,YR2000,6.578878131,North America
Antigua and Barbuda,ATG,2001,YR2001,6.610371445,North America
Antigua and Barbuda,ATG,2002,YR2002,6.665815186,North America
Antigua and Barbuda,ATG,2003,YR2003,6.742749054,North America
Antigua and Barbuda,ATG,2004,YR2004,6.848735312,North America
Antigua and Barbuda,ATG,2005,YR2005,6.980912048,North America
Antigua and Barbuda,ATG,2006,YR2006,7.010543625,North America
Antigua and Barbuda,ATG,2007,YR2007,7.053769071,North America
Antigua and Barbuda,ATG,2008,YR2008,7.125543052,North America
Antigua and Barbuda,ATG,2009,YR2009,7.224540613,North America
Antigua and Barbuda,ATG,2010,YR2010,7.357886127,North America
Antigua and Barbuda,ATG,2011,YR2011,7.475378979,North America
Antigua and Barbuda,ATG,2012,YR2012,7.618710527,North America
Antigua and Barbuda,ATG,2013,YR2013,7.784431138,North America
Antigua and Barbuda,ATG,2014,YR2014,7.961150364,North America
Antigua and Barbuda,ATG,2015,YR2015,8.156809097,North America
Antigua and Barbuda,ATG,2016,YR2016,8.360574227,North America
Antigua and Barbuda,ATG,2017,YR2017,8.575231069,North America
Antigua and Barbuda,ATG,2018,YR2018,8.79982552,North America
Antigua and Barbuda,ATG,2019,YR2019,9.054964064,North America
Antigua and Barbuda,ATG,2020,YR2020,9.332271339,North America
Antigua and Barbuda,ATG,2021,YR2021,..,North America
Argentina,ARG,1960,YR1960,5.531877871,South America
Argentina,ARG,1961,YR1961,5.66979833,South America
Argentina,ARG,1962,YR1962,5.804779377,South America
Argentina,ARG,1963,YR1963,5.938941906,South America
Argentina,ARG,1964,YR1964,6.074267707,South America
Argentina,ARG,1965,YR1965,6.212241619,South America
Argentina,ARG,1966,YR1966,6.368354988,South America
Argentina,ARG,1967,YR1967,6.520953798,South America
Argentina,ARG,1968,YR1968,6.668958019,South America
Argentina,ARG,1969,YR1969,6.810670523,South America
Argentina,ARG,1970,YR1970,6.945485912,South America
Argentina,ARG,1971,YR1971,7.091682327,South America
Argentina,ARG,1972,YR1972,7.224748942,South America
Argentina,ARG,1973,YR1973,7.346846592,South America
Argentina,ARG,1974,YR1974,7.459902879,South America
Argentina,ARG,1975,YR1975,7.56504657,South America
Argentina,ARG,1976,YR1976,7.697767203,South America
Argentina,ARG,1977,YR1977,7.817452033,South America
Argentina,ARG,1978,YR1978,7.925639389,South America
Argentina,ARG,1979,YR1979,8.024710098,South America
Argentina,ARG,1980,YR1980,8.117497633,South America
Argentina,ARG,1981,YR1981,8.197790181,South America
Argentina,ARG,1982,YR1982,8.278094867,South America
Argentina,ARG,1983,YR1983,8.35739892,South America
Argentina,ARG,1984,YR1984,8.432505491,South America
Argentina,ARG,1985,YR1985,8.502996017,South America
Argentina,ARG,1986,YR1986,8.609932244,South America
Argentina,ARG,1987,YR1987,8.695750746,South America
Argentina,ARG,1988,YR1988,8.76965636,South America
Argentina,ARG,1989,YR1989,8.843614376,South America
Argentina,ARG,1990,YR1990,8.922392284,South America
Argentina,ARG,1991,YR1991,9.032020315,South America
Argentina,ARG,1992,YR1992,9.141749524,South America
Argentina,ARG,1993,YR1993,9.247199693,South America
Argentina,ARG,1994,YR1994,9.340259966,South America
Argentina,ARG,1995,YR1995,9.418177872,South America
Argentina,ARG,1996,YR1996,9.507355281,South America
Argentina,ARG,1997,YR1997,9.582813724,South America
Argentina,ARG,1998,YR1998,9.644607302,South America
Argentina,ARG,1999,YR1999,9.692795869,South America
Argentina,ARG,2000,YR2000,9.728636929,South America
Argentina,ARG,2001,YR2001,9.781623672,South America
Argentina,ARG,2002,YR2002,9.815213195,South America
Argentina,ARG,2003,YR2003,9.838287614,South America
Argentina,ARG,2004,YR2004,9.861495275,South America
Argentina,ARG,2005,YR2005,9.891378462,South America
Argentina,ARG,2006,YR2006,9.942008474,South America
Argentina,ARG,2007,YR2007,9.995324347,South America
Argentina,ARG,2008,YR2008,10.05387953,South America
Argentina,ARG,2009,YR2009,10.11969581,South America
Argentina,ARG,2010,YR2010,10.19502466,South America
Argentina,ARG,2011,YR2011,10.29700754,South America
Argentina,ARG,2012,YR2012,10.40101452,South America
Argentina,ARG,2013,YR2013,10.50734157,South America
Argentina,ARG,2014,YR2014,10.61640066,South America
Argentina,ARG,2015,YR2015,10.72881571,South America
Argentina,ARG,2016,YR2016,10.85997758,South America
Argentina,ARG,2017,YR2017,10.98970711,South America
Argentina,ARG,2018,YR2018,11.11778888,South America
Argentina,ARG,2019,YR2019,11.24310827,South America
Argentina,ARG,2020,YR2020,11.36651183,South America
Argentina,ARG,2021,YR2021,..,South America
Armenia,ARM,1960,YR1960,6.348095987,Europe
Armenia,ARM,1961,YR1961,6.10066897,Europe
Armenia,ARM,1962,YR1962,5.876261367,Europe
Armenia,ARM,1963,YR1963,5.683107927,Europe
Armenia,ARM,1964,YR1964,5.531605813,Europe
Armenia,ARM,1965,YR1965,5.428117789,Europe
Armenia,ARM,1966,YR1966,5.40286305,Europe
Armenia,ARM,1967,YR1967,5.417063717,Europe
Armenia,ARM,1968,YR1968,5.458442084,Europe
Armenia,ARM,1969,YR1969,5.508606017,Europe
Armenia,ARM,1970,YR1970,5.557236478,Europe
Armenia,ARM,1971,YR1971,5.636880204,Europe
Armenia,ARM,1972,YR1972,5.685711979,Europe
Armenia,ARM,1973,YR1973,5.71821736,Europe
Armenia,ARM,1974,YR1974,5.752937902,Europe
Armenia,ARM,1975,YR1975,5.797351628,Europe
Armenia,ARM,1976,YR1976,5.867290702,Europe
Armenia,ARM,1977,YR1977,5.944776885,Europe
Armenia,ARM,1978,YR1978,6.005370624,Europe
Armenia,ARM,1979,YR1979,6.014248753,Europe
Armenia,ARM,1980,YR1980,5.959505174,Europe
Armenia,ARM,1981,YR1981,5.879331507,Europe
Armenia,ARM,1982,YR1982,5.751154856,Europe
Armenia,ARM,1983,YR1983,5.605980371,Europe
Armenia,ARM,1984,YR1984,5.484327211,Europe
Armenia,ARM,1985,YR1985,5.410798755,Europe
Armenia,ARM,1986,YR1986,5.348699276,Europe
Armenia,ARM,1987,YR1987,5.316188227,Europe
